Typ,Model auta,Cena (Kč),Nájezd (km),Rok výroby,Palivo,Objem motoru,Typ motoru,Hybrid typ,Výkon (kW),Převodovka,Dvouspojková převodovka,Filtr pevných částic,Kola,Náhon 4x4,Karoserie,Výbava,Záruka,Tepelné čerpadlo,Spárováno,Skóre shody,Extra,Stav,Země,Zdroj,Odkaz na auto
Elektrické,Cupra Born,563502,49500,2023,Elektro,,,,150,,,,,Ne,Sedan/limuzína,,,,,,Gardelegen / Baterie 58 kWh / LED,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/cupra-born-led-gardelegen/457282060.html
Elektrické,Cupra Born,639909,33080,2024,Elektro,,,,150,,,,,Ne,Sedan/limuzína,,,,,,Immenstadt / *LED*KAMERA*NAVI*SITZHZG*FULL LINK*TEMPOMAT,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/cupra-born-led-kamera-navi-sitzhzg-full-link-tempomat-immenstadt/456153578.html
Elektrické,Cupra Born,689558,40650,2023,Elektro,,,,170,,,,,Ne,Sedan/limuzína,,,,,,Maintal / LED Keyless Klima PDC SHZ Temp Touch Navi A,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/cupra-born-led-keyless-klima-pdc-shz-temp-touch-navi-a-maintal/453954905.html
Elektrické,Cupra Born,592221,24490,2023,Elektro,,,,150,,,,,Ne,Sedan/limuzína,,,,,,Oldenburg / LED+LaneAssist,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/cupra-born-led-laneassist-oldenburg/454520370.html
Elektrické,Cupra Born,694155,17500,2024,Elektro,,,,150,,,,,Ne,Sedan/limuzína,,,,,,Straubing / Baterie 62 kWh / LED NAVI 19 -ALU ACC PDC RFK,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/cupra-born-led-navi-19-alu-acc-pdc-rfk-straubing/458543538.html
Elektrické,Cupra Born,676250,19130,2024,Elektro,,,,150,,,,,Ne,Sedan/limuzína,,,,,,Neumarkt i.d. OPf. / LED NAVI ACC KAMERA,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/cupra-born-led-navi-acc-kamera-neumarkt-i-d-opf/458635427.html
Elektrické,Cupra Born,627860,31590,2023,Elektro,,,,170,,,,,Ne,Sedan/limuzína,,,,,,Neumarkt i.d. OPf. / LED NAVI ACC PILOT M,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/cupra-born-led-navi-acc-pilot-m-neumarkt-i-d-opf/458635391.html
Elektrické,Cupra Born,676250,29210,2024,Elektro,,,,150,,,,,Ne,Sedan/limuzína,,,,,,Neumarkt i.d. OPf. / LED NAVI ACC PILOT M,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/cupra-born-led-navi-acc-pilot-m-neumarkt-i-d-opf/459745167.html
Elektrické,Cupra Born,649636,40725,2022,Elektro,,,,150,,,,,Ne,Sedan/limuzína,,,,,,Regensburg / LED+NAVI+PANO+20+WÄRMEPUMPE+AREAVIEW+AR-HUD,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/cupra-born-led-navi-pano-20-w%C3%A4rmepumpe-areaview-ar-hud-regensburg/458849415.html
Elektrické,Cupra Born,591568,59950,2022,Elektro,,,,150,,,,,Ne,Sedan/limuzína,,,,,,Lehe / LED NAVI PDC KLIMA KAMERA PANORAMA Klima,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/cupra-born-led-navi-pdc-klima-kamera-panorama-klima-lehe/459214148.html
Elektrické,Cupra Born,627860,47950,2023,Elektro,,,,150,,,,,Ne,Sedan/limuzína,,,,,,Lehe / LED NAVI PDC KLIMA KAMERA TEMPOMAT Klima,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/cupra-born-led-navi-pdc-klima-kamera-tempomat-klima-lehe/459214150.html
Elektrické,Cupra Born,676250,19650,2024,Elektro,,,,150,,,,,Ne,Sedan/limuzína,,,,,,Neumarkt i.d. OPf. / LED NAVI PILOT M ACC,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/cupra-born-led-navi-pilot-m-acc-neumarkt-i-d-opf/459579900.html
Elektrické,Cupra Born,708672,34000,2024,Elektro,,,,170,,,,,Ne,Sedan/limuzína,,,,,,­­­Sulzbach-Rosenberg / Baterie 82 kWh / LED Navi SHZ ACC WP Alu PDC Kamera,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/cupra-born-led-navi-shz-acc-wp-alu-pdc-kamera-sulzbach-rosenberg/456749716.html
Elektrické,Cupra Born,651571,18899,2024,Elektro,,,,150,,,,,Ne,Sedan/limuzína,,,,,,Lengerich / LED Navi Spurhalte Kamera PDC,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/cupra-born-led-navi-spurhalte-kamera-pdc-lengerich/458448883.html
Elektrické,Cupra Born,655443,21665,2024,Elektro,,,,150,,,,,Ne,Sedan/limuzína,,,,,,Weingarten / *LED*PARKSENSOR*SITZHZG*FULL LINK*,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/cupra-born-led-parksensor-sitzhzg-full-link-weingarten/457312105.html
Elektrické,Cupra Born,606061,20720,2024,Elektro,,,,150,,,,,Ne,Sedan/limuzína,,,,,,Kaufbeuren / *LED*PDC*BLUETOOTH*,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/cupra-born-led-pdc-bluetooth-kaufbeuren/454563498.html
Elektrické,Cupra Born,591568,31760,2023,Elektro,,,,150,,,,,Ne,Sedan/limuzína,,,,,,Mühlhausen / Baterie 58 kWh / LED PDC FULL LINK,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/cupra-born-led-pdc-full-link-m%C3%BChlhausen/456255140.html
Elektrické,Cupra Born,610900,16125,2024,Elektro,,,,150,,,,,Ne,Sedan/limuzína,,,,,,Kaufbeuren / *LED*PDC*SITZH*,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/cupra-born-led-pdc-sitzh-kaufbeuren/454563495.html
Elektrické,Cupra Born,593504,47520,2024,Elektro,,,,150,,,,,Ne,Sedan/limuzína,,,,,,Memmingen / *LED*PDC*SITZH*,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/cupra-born-led-pdc-sitzh-memmingen/454652465.html
Elektrické,Cupra Born,671169,27390,2024,Elektro,,,,150,,,,,Ne,,,,,,,Dessau-Roßlau / Baterie 62 kWh / LED/Sitz.-Lenkradhzg./Kamera,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/cupra-born-led-sitz-lenkradhzg-kamera-dessau-ro%C3%9Flau/457881533.html
Elektrické,Cupra Born,616440,26387,2023,Elektro,,,,150,,,,,Ne,Sedan/limuzína,,,,,,Oldenburg / LED+Sitzheizung+LaneAssist,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/cupra-born-led-sitzheizung-laneassist-oldenburg/456701942.html
Elektrické,Cupra Born,649394,25319,2024,Elektro,,,,150,,,,,Ne,,,,,,,Dessau-Roßlau / Baterie 62 kWh / LED/Top View/BeatsAudio/Sitzhzg.,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/cupra-born-led-top-view-beatsaudio-sitzhzg-dessau-ro%C3%9Flau/459357961.html
Elektrické,Cupra Born,628828,23904,2024,Elektro,,,,150,,,,,Ne,Sedan/limuzína,,,,,,Bochum / LM19 LED KAMERA,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/cupra-born-lm19-led-kamera-bochum/459006704.html
Elektrické,Cupra Born,719801,22600,2023,Elektro,,,,170,,,,,Ne,Sedan/limuzína,,,,,,Mühlhausen / Baterie 62 kWh / NAVI ACC BEATS WÄRMEPUMPE ALU 20,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/cupra-born-navi-acc-beats-w%C3%A4rmepumpe-alu-20-m%C3%BChlhausen/458052818.html
Elektrické,Cupra Born,695606,24100,2023,Elektro,,,,170,,,,,Ne,Sedan/limuzína,,,,,,Mühlhausen / Baterie 62 kWh / NAVI ACC KAMERA ALU 19,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/cupra-born-navi-acc-kamera-alu-19-m%C3%BChlhausen/454598492.html
Elektrické,Cupra Born,556001,77614,2023,Elektro,,,,150,,,,,Ne,Sedan/limuzína,,,,,,Wuppertal / +NAVI+ACC+PANO+SHZ+R-KAM+LED+19''ALU+DAB+,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/cupra-born-navi-acc-pano-shz-r-kam-led-19-alu-dab-wuppertal/458919041.html
Elektrické,Cupra Born,647870,41077,2022,Elektro,,,,170,,,,,Ne,Sedan/limuzína,,,,,,Hamm / Baterie 82 kWh / NAVI KAMERA KLIMA HuD VIRTUAL,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/cupra-born-navi-kamera-klima-hud-virtual-hamm/459688556.html
Elektrické,Cupra Born,652709,36897,2023,Elektro,,,,170,,,,,Ne,Sedan/limuzína,,,,,,Hamm / Baterie 82 kWh / NAVI KAMERA KLIMA PDC LED SHZG,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/cupra-born-navi-kamera-klima-pdc-led-shzg-hamm/459688653.html
Elektrické,Cupra Born,675573,22296,2023,Elektro,,,,170,,,,,Ne,Sedan/limuzína,,,,,,Hamm / Baterie 82 kWh / NAVI KAMERA KLIMA PDC LED SHZG,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/cupra-born-navi-kamera-klima-pdc-led-shzg-hamm/459688660.html
Elektrické,Cupra Born,616416,62248,2022,Elektro,,,,170,,,,,Ne,Sedan/limuzína,,,,,,Hamm / Baterie 82 kWh / NAVI KAMERA KLIMA PSC LED SHZG,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/cupra-born-navi-kamera-klima-psc-led-shzg-hamm/459688604.html
Elektrické,Cupra Born,652709,38788,2023,Elektro,,,,170,,,,,Ne,Sedan/limuzína,,,,,,Hamm / Baterie 82 kWh / NAVI KAMERA KLIMA SHZG PDC,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/cupra-born-navi-kamera-klima-shzg-pdc-hamm/459688644.html
Elektrické,Cupra Born,698026,39500,2023,Elektro,,,,170,,,,,Ne,Sedan/limuzína,,,,,,Weingarten / Baterie 77 kWh / +NAVI+KAMERA+MAX 549KM+,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/cupra-born-navi-kamera-max-549km-weingarten/454338357.html
Elektrické,Cupra Born,602456,27000,2024,Elektro,,,,150,,,,,Ne,Sedan/limuzína,,,,,,Bremen / NAVI/LED/18 ZOLL/SHZ/PDC/ACC,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/cupra-born-navi-led-18-zoll-shz-pdc-acc-bremen/459375679.html
Elektrické,Cupra Born,647216,23700,2023,Elektro,,,,150,,,,,Ne,Sedan/limuzína,,,,,,Mühlhausen / NAVI LED KAMERA WÄRMEPUMPE,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/cupra-born-navi-led-kamera-w%C3%A4rmepumpe-m%C3%BChlhausen/455706763.html
Elektrické,Cupra Born,625441,42200,2023,Elektro,,,,150,,,,,Ne,Sedan/limuzína,,,,,,Kreuztal / Baterie 58 kWh / Navi LED RFK,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/cupra-born-navi-led-rfk-kreuztal/458920632.html
Elektrické,Cupra Born,652709,42298,2023,Elektro,,,,170,,,,,Ne,Sedan/limuzína,,,,,,Hamm / Baterie 62 kWh / NAVI PANO 360* KLIMA PDC,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/cupra-born-navi-pano-360-klima-pdc-hamm/459688633.html
Elektrické,Cupra Born,530354,96814,2023,Elektro,,,,150,,,,,Ne,Sedan/limuzína,,,,,,Halle (Saale) / Pano HuD Wärmepumpe Kamera,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/cupra-born-pano-hud-w%C3%A4rmepumpe-kamera-halle-saale/455699755.html
Elektrické,Cupra Born,555929,26101,2023,Elektro,,,,150,,,,,Ne,Sedan/limuzína,,,,,,Hamm / Baterie 58 kWh / PDC LED KLIMA DAB+ VIRTUAL,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/cupra-born-pdc-led-klima-dab-virtual-hamm/450206969.html
Elektrické,Cupra Born,666330,20682,2024,Elektro,,,,150,,,,,Ne,Sedan/limuzína,,,,,,Hofheim-Diedenbergen / Baterie 58 kWh / *PDC*LED*SHZ*KEYLESS*,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/cupra-born-pdc-led-shz-keyless-hofheim-diedenbergen/458396869.html
Elektrické,Cupra Born,666330,21848,2024,Elektro,,,,150,,,,,Ne,Sedan/limuzína,,,,,,Hofheim-Diedenbergen / Baterie 58 kWh / *PDC*LED*SHZ*KEYLESS*,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/cupra-born-pdc-led-shz-keyless-hofheim-diedenbergen/459688853.html
Elektrické,Cupra Born,642135,31859,2024,Elektro,,,,150,,,,,Ne,Sedan/limuzína,,,,,,Hofheim-Diedenbergen / Baterie 58 kWh / *PDC*LED*SHZ*KEYLESS*,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/cupra-born-pdc-led-shz-keyless-hofheim-diedenbergen/459688858.html
Elektrické,Cupra Born,647700,23524,2024,Elektro,,,,150,,,,,Ne,Sedan/limuzína,,,,,,Braunschweig / PILOT M*19´*ACC*KAMERA*SHZ*DINAMICA,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/cupra-born-pilot-m-19-acc-kamera-shz-dinamica-braunschweig/459072573.html
Elektrické,Cupra Born,597616,42000,2022,Elektro,,,,150,,,,,Ne,Sedan/limuzína,,,,,,Gunningen / Pilot M+ Tech L Panorama ACC 2xSpur Rcam 19,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/cupra-born-pilot-m-tech-l-panorama-acc-2xspur-rcam-19-gunningen/458608505.html
Elektrické,Cupra Born,639958,56629,2024,Elektro,,,,150,,,,,Ne,Sedan/limuzína,,,,,,Regensburg,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/cupra-born-regensburg/457926615.html
Elektrické,Cupra Born,721737,24900,2023,Elektro,,,,170,,,,,Ne,Hatchback,,,,,,"Lengerich bei Lingen/Emsland / Baterie 58 kWh / RFK,360°Camara,A/C,SHZ,ACC,DAB+,LED",,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/cupra-born-rfk-360-camara-a-c-shz-acc-dab-led-lengerich-bei-lingen-emsland/363348352.html
Elektrické,Cupra Born,725608,56493,2023,Elektro,,,,170,,,,,Ne,,,,,,,Rheine / Baterie 82 kWh,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/cupra-born-rheine/458452178.html
Elektrické,Cupra Born,589148,35473,2022,Elektro,,,,150,,,,,Ne,Sedan/limuzína,,,,,,Leipzig / SHZ PDCv+h Klimaautom LenkradHZG LED,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/cupra-born-shz-pdcv-h-klimaautom-lenkradhzg-led-leipzig/459366865.html
Elektrické,Cupra Born,749803,13000,2024,Elektro,,,,170,,,,,Ne,Sedan/limuzína,,,,,,Hüttlingen / Baterie 60 kWh / SHZ RFK NAVI LED WÄPU,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/cupra-born-shz-rfk-navi-led-w%C3%A4pu-h%C3%BCttlingen/447804101.html
Elektrické,Cupra Born,546807,73022,2022,Elektro,,,,150,,,,,Ne,Sedan/limuzína,,,,,,Bad Segeberg / Sitzheizung*VOLL LED,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/cupra-born-sitzheizung-voll-led-bad-segeberg/459153885.html
Elektrické,Cupra Born,626409,16663,2023,Elektro,,,,150,,,,,Ne,Sedan/limuzína,,,,,,Reutlingen / Tech M Pack,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/cupra-born-tech-m-pack-reutlingen/459036471.html
Elektrické,Cupra Born,665338,20000,2024,Elektro,,,,150,,,,,Ne,Sedan/limuzína,,,,,,Gunningen / Baterie 62 kWh / Tech + Pilot M Schalensitze Rcam ACC SHZ Na,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/cupra-born-tech-pilot-m-schalensitze-rcam-acc-shz-na-gunningen/459643964.html
Elektrické,Cupra Born,550436,74931,2023,Elektro,,,,150,,,,,Ne,Sedan/limuzína,,,,,,Riedenburg / Baterie 58 kWh / TOP VIEW KAMERA NAVI ACC,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/cupra-born-top-view-kamera-navi-acc-riedenburg/440908873.html
Elektrické,Cupra Born,674072,40300,2023,Elektro,,,,170,,,,,Ne,Sedan/limuzína,,,,,,München / Baterie 77 kWh / VERKAUFT Born |ACC|HUD|WÄRMEPUMPE|,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/cupra-born-verkauft-born-acc-hud-w%C3%A4rmepumpe-m%C3%BCnchen/459470823.html
Elektrické,Cupra Born,627376,22060,2024,Elektro,,,,150,,,,,Ne,Sedan/limuzína,,,,,,Mössingen / Baterie 58 kWh / Virtual Cockpit LED PDC DAB 58 KW/H,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/cupra-born-virtual-cockpit-led-pdc-dab-58-kw-h-m%C3%B6ssingen/458520756.html
Elektrické,Cupra Born,619150,21400,2024,Elektro,,,,150,,,,,Ne,Sedan/limuzína,,,,,,Donnersdorf / Baterie 62 kWh / #Virtual#DAB+#LED#PDC#Ambiente#LaneAssist#,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/cupra-born-virtual-dab-led-pdc-ambiente-laneassist-donnersdorf/459499866.html
Elektrické,Cupra Born,594955,30000,2024,Elektro,,,,150,,,,,Ne,Sedan/limuzína,,,,,,Donnersdorf / Baterie 62 kWh / #Virtual#LED#PDC#Ambiente#LaneAssist#DAB+#,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/cupra-born-virtual-led-pdc-ambiente-laneassist-dab-donnersdorf/455269871.html
Elektrické,Cupra Born,643103,18300,2023,Elektro,,,,150,,,,,Ne,Sedan/limuzína,,,,,,Karlsruhe / WäPu ACC PDC Kamera SzHzg,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/cupra-born-w%C3%A4pu-acc-pdc-kamera-szhzg-karlsruhe/459098739.html
Elektrické,Cupra Born,639958,19129,2023,Elektro,,,,150,,,,,Ne,Sedan/limuzína,,,,,,Osterwieck / Baterie 62 kWh / Wärmepumpe/ACC 150/62 E1H,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/cupra-born-w%C3%A4rmepumpe-acc-150-62-e1h-osterwieck/458610691.html
Elektrické,Cupra Born,589874,46610,2022,Elektro,,,,150,,,,,Ne,Sedan/limuzína,,,,,,Dortmund / Baterie 62 kWh / WÄRMEPUMPE CAM ACC LM19 NAVI SITZHEIZUNG,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/cupra-born-w%C3%A4rmepumpe-cam-acc-lm19-navi-sitzheizung-dortmund/457880422.html
Elektrické,Cupra Born,589874,55051,2023,Elektro,,,,150,,,,,Ne,Sedan/limuzína,,,,,,Dortmund / Baterie 62 kWh / WÄRMEPUMPE CAM ACC LM19 NAVI SITZHEIZUNG,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/cupra-born-w%C3%A4rmepumpe-cam-acc-lm19-navi-sitzheizung-dortmund/457881076.html
Elektrické,Cupra Born,677218,26400,2023,Elektro,,,,150,,,,,Ne,Sedan/limuzína,,,,,,"Bernbeuren / Wärmepumpe, R. Kamera, Navi",,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/cupra-born-w%C3%A4rmepumpe-r-kamera-navi-bernbeuren/458595115.html
Elektrické,Cupra Born,553824,78382,2022,Elektro,,,,150,,,,,Ne,Sedan/limuzína,,,,,,"Meine / Baterie 58 kWh / 150kW*PANO*ACC*360°*NAVI*LED*ARHUD*SoH 94,6%",,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/cupra-born150kw-pano-acc-360-navi-led-arhud-soh-94-6-meine/453458447.html
Elektrické,Cupra Born,749918,25660,2024,Elektro,,,,150,,,,,Ne,Sedan/limuzína,,,,,,Breisach / Baterie 62 kWh / electric,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/cupra-cupra-born-electric-breisach/458409880.html
Elektrické,Cupra Born,665242,41289,2022,Elektro,,,,150,,,,,Ne,Sedan/limuzína,,,,,,Breisach / Baterie 62 kWh / electric,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/cupra-cupra-born-electric-breisach/459109410.html
Spalovací,Cupra Formentor 1.5 TSI,505192,47000,2024,Benzín,1.5,TSI,,110,Manuální,,,,Ne,SUV,,Ano,,Ano,8,Judenburg / Sports. Virtual Navi LED Kamer,,Rakousko,Mobile.de,https://suchen.mobile.de/auto-inserat/cupra-formentor-1-5-tsi-sports-virtual-navi-led-kamer-judenburg/457176063.html
Spalovací,Cupra Leon ST 1.4 e-Hybrid,604633,49500,2021,Benzín,1.4,,PHEV,180,Automatická,Ano,,,Ne,Kombi,,,,Ano,9,Vrakun / e-HYBRID VZ Sportstourer VZ,,Slovensko,Mobile.de,https://suchen.mobile.de/auto-inserat/cupra-leon-1-4-e-hybrid-180kw-vz-dsg-sportstourer-vz-vrakun/456030838.html
Elektrické,Cupra Raval,722221,0,,Elektro,,,,155,,,,,Ne,Sedan/limuzína,,,,,,Waging am See / Baterie 52 kWh / Endurance 211 PS *6.000€ Förderung*Ab185€*,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/cupra-raval-endurance-211-ps-6-000-f%C3%B6rderung-ab185-waging-am-see/456362445.html
Elektrické,Cupra Raval,722221,0,,Elektro,,,,155,,,,,Ne,Sedan/limuzína,,,,,,Wackersdorf / Baterie 52 kWh / Endurance 211 PS Edge+Winter Pack Allwette,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/cupra-raval-endurance-211-ps-edge-winter-pack-allwette-wackersdorf/456079184.html
Elektrické,Cupra Raval,736738,0,,Elektro,,,,155,,,,,Ne,Sedan/limuzína,,,,,,Wackersdorf / Baterie 52 kWh / Endurance 211 PS Edge+Winter Pack Allwette,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/cupra-raval-endurance-211-ps-edge-winter-pack-allwette-wackersdorf/456080335.html
Elektrické,Cupra Raval,722221,0,,Elektro,,,,155,,,,,Ne,Sedan/limuzína,,,,,,Weiden / Baterie 52 kWh / Endurance 211 PS Edge+Winter Pack Allwette,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/cupra-raval-endurance-211-ps-edge-winter-pack-allwette-weiden/456080346.html
Elektrické,Cupra Raval,736738,0,,Elektro,,,,155,,,,,Ne,Sedan/limuzína,,,,,,Weiden / Baterie 52 kWh / Endurance 211 PS Edge+Winter Pack Allwette,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/cupra-raval-endurance-211-ps-edge-winter-pack-allwette-weiden/456080351.html
Elektrické,Cupra Raval,698994,0,,Elektro,,,,155,,,,,Ne,Sedan/limuzína,,,,,,"Buchholz / Endurance 5J GARANTIE+ACC+18"" ALU+LED+P...",,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/cupra-raval-endurance-5j-garantie-acc-18-alu-led-p-buchholz/457710810.html
Elektrické,Cupra Raval,744722,0,2026,Elektro,,,,155,,,,,Ne,Sedan/limuzína,,,,,,Aiterhofen bei Straubing / Endurance,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/cupra-raval-endurance-aiterhofen-bei-straubing/458234343.html
Elektrické,Cupra Raval,676250,10,,Elektro,,,,155,,,,,Ne,Hatchback,,,,,,"Kaisersesch / Endurance BESTELLFAHRZEUG* 175,-€ monat...",,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/cupra-raval-endurance-bestellfahrzeug-175-monat-kaisersesch/458594805.html
Elektrické,Cupra Raval,710123,10,,Elektro,,,,155,,,,,Ne,Hatchback,,,,,,"Kaisersesch / Endurance BESTELLFAHRZEUG* 175,-€ monat...",,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/cupra-raval-endurance-bestellfahrzeug-175-monat-kaisersesch/458882176.html
Elektrické,Cupra Raval,693259,0,,Elektro,,,,155,,,,,Ne,Sedan/limuzína,,,,,,Dinslaken / Baterie 52 kWh / Endurance dt. Besteller 22% ggfs Bafa mögl,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/cupra-raval-endurance-dt-besteller-22-ggfs-bafa-m%C3%B6gl-dinslaken/458094131.html
Elektrické,Cupra Raval,742545,0,,Elektro,,,,155,,,,,Ne,Hatchback,,,,,,Stade / Endurance PDC CarPlay BT LED,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/cupra-raval-endurance-pdc-carplay-bt-led-stade/455869866.html
Elektrické,Cupra Raval,743996,10,,Elektro,,,,155,,,,,Ne,Hatchback,,,,,,"Kaisersesch / Endurance *VORLAUF* 175,-€ monatlich* 3...",,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/cupra-raval-endurance-vorlauf-175-monatlich-3-kaisersesch/459590602.html
Elektrické,Cupra Raval,713511,0,,Elektro,,,,155,,,,,Ne,Sedan/limuzína,,,,,,"Buchholz / Pulse ACC+KAMERA+KLIMA+KESSY+LED+18"" ALU",,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/cupra-raval-pulse-acc-kamera-klima-kessy-led-18-alu-buchholz/455722383.html
Elektrické,Cupra Raval,737706,0,,Elektro,,,,155,,,,,Ne,Sedan/limuzína,,,,,,Buchholz / Pulse Plus AHK+ACC+360 KAM+KLIMA+KESSY+...,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/cupra-raval-pulse-plus-ahk-acc-360-kam-klima-kessy-buchholz/455722420.html
Elektrické,Cupra Raval,743996,10,,Elektro,,,,166,,,,,Ne,Hatchback,,,,,,"Kaisersesch / VZ BESTELLFAHRZEUG* 203,-€ monatlich* 4...",,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/cupra-raval-vz-bestellfahrzeug-203-monatlich-4-kaisersesch/458641321.html
Spalovací,Dacia Bigster 1.8,677218,0,,Benzín,1.8,,HEV,115,Automatická,,,,Ne,SUV,,,,Ano,5,"Strakonice / Expression Hybrid 155, 2025",,Česko,Mobile.de,https://suchen.mobile.de/auto-inserat/dacia-bigster-expression-hybrid-155-2025-strakonice/448590140.html
Spalovací,Dacia Bigster 1.8,677218,0,,Benzín,1.8,,HEV,115,Automatická,,,,Ne,SUV,,,,Ano,5,"Strakonice / Expression Hybrid 155, 2025",,Česko,Mobile.de,https://suchen.mobile.de/auto-inserat/dacia-bigster-expression-hybrid-155-2025-strakonice/448590145.html
Spalovací,Dacia Bigster 1.2 TCe,661733,0,,Benzín,1.2,TCe,,103,Manuální,,,,Ne,SUV,,,,Ano,8,"Strakonice / Journey 140 4x2, 2025",,Česko,Mobile.de,https://suchen.mobile.de/auto-inserat/dacia-bigster-journey-tce-140-4x2-2025-strakonice/448590168.html
Spalovací,Dacia Duster Hybrid 140,623336,,,Benzín,1.6,,HEV,104,Automatická,,,,Ne,SUV,,,,Ano,9,Strakonice / DUSTER HYBRID 140 JOURNEY,,Česko,Mobile.de,https://suchen.mobile.de/auto-inserat/dacia-duster-hybrid-140-journey-strakonice/431303169.html
Elektrické,Dacia Duster,628586,5900,2024,Elektro,,,,69,,,,,Ne,SUV,,,,,,Nürtingen / III 1.6 l E-TECH Hybrid 140 Jorney Autom.,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/dacia-duster-iii-1-6-l-e-tech-hybrid-140-jorney-autom-n%C3%BCrtingen/447969680.html
